,Alloy,Dmax
895,Al86Mn6Ni8,0
896,Al86Mn8Ni6,0
897,Al88Mn0Ni12,0
898,Al88Mn4Ni8,0
899,Al88Mn6Ni6,0
900,Al89Mn2Ni9,0
901,Al90Mn0Ni10,0
902,Al90Mn2Ni8,0
903,Al90Mn4Ni6,0
904,Al90Mn6Ni4,0
905,Al92Mn0Ni8,0
906,Al92Mn2Ni6,0
907,Al92Mn4Ni4,0
908,Al92Mn6Ni2,0
909,Al94Mn2Ni4,0
910,Al94Mn4Ni2,0
911,Al94Mn0Ni6,0
912,Al96Mn0Ni4,0
913,Al96Mn2Ni2,0
914,Al96Mn4Ni0,0
915,Al98Mn0Ni2,0
916,Al98Mn2Ni0,0
917,Al80Mn6Ni14,0
918,Al80Mn8Ni12,0
919,Al82Mn4Ni14,0
920,Al82Mn8Ni10,0
921,Al84Mn2Ni14,0
922,Al84Mn8Ni8,0
923,Al88Mn8Ni4,0
924,Al90Mn8Ni2,0
925,Al80Mn15Ni5,0
926,Al40Mn25Si35,0
927,Al70Mn5Si25,0
928,Al60Mn20Si20,0
929,Al65Mn20Si15,0
930,Al76.6Mn17.4Si6,0
931,Al78.6Mn17.4Si4,0
932,Al66.6Mn17.4Si16,0
933,Al68.6Mn17.4Si14,0
934,Al70.6Mn17.4Si12,0
935,Al72.5Mn17.4Si10.1,0
936,Al74.6Mn17.4Si8,0
937,Al80Nd15Ni5,0
938,Al65Nd20Ni15,0
939,Al70Nd20Ni10,0
940,Al75Nd5Ni20,0
941,Al75Nd20Ni5,0
942,Al94Nd6Ni0,0
943,Al90Nd1Ni9,0
944,Al92Nd2Ni6,0
945,Al92Nd4Ni4,0
946,Al92Nd6Ni2,0
947,Al94Nd4Ni2,0
948,Al94Nd2Ni4,0
949,Al96Nd2Ni2,0
950,Al75Ni5Sm20,0
951,Al75Ni20Sm5,0
952,Al5Ni50Ti45,0
953,Al10Ni45Ti45,0
954,Al10Ni70Ti20,0
955,Al31Ni50Ti19,0
956,Al40Ni50Ti10,0
957,Al95.8Ni0.7Ti3.5,0
958,Al80Ni5Y15,0
959,Al70Ni10Y20,0
960,Al65Ni15Y20,0
961,Al75Ni5Y20,0
962,Al75Ni20Y5,0
963,Al70Ni15Zr15,0
964,Al70Ni25Zr5,0
965,Al82Ni10Zr8,0
966,Al83Ni15Zr2,0
967,Al87.5Ni7.5Zr5,0
968,Al55Ni30Zr15,0
969,Al10Ni5Zr85,0
970,Al10Ni70Zr20,0
971,Al10Ni80Zr10,0
972,Al20Ni60Zr20,0
973,Al20Ni70Zr10,0
974,Al30Ni10Zr60,0
975,Al30Ni50Zr20,0
976,Al30Ni60Zr10,0
977,Al40Ni10Zr50,0
978,Al40Ni20Zr40,0
979,Al40Ni30Zr30,0
980,Al40Ni40Zr20,0
981,Al40Ni50Zr10,0
982,Al50Ni10Zr40,0
983,Al50Ni40Zr10,0
984,Al60Ni10Zr30,0
985,Al70Ni10Zr20,0
986,Al80Ni10Zr10,0
987,Al90Ni5Zr5,0
988,Al15Ni75Zr10,0
989,Au20.9Pd62.6Si16.5,0
990,B8C12Co80,0
991,B12C4Co84,0
992,B12C8Co80,0
993,B12C16Co72,0
994,B16C16Co68,0
995,B16C20Co64,0
996,B28C20Co52,0
997,B40C2Co58,0
998,B8C4Co88,0
999,B8C8Co84,0
1000,B32C20Co48,0
1001,B36C8Co56,0
1002,B36C12Co52,0
1003,B36C16Co48,0
1004,B11.5C10Ni78.5,0
1005,B13C10Ni77,0
1006,B13C12Ni75,0
1007,B14C20Ni66,0
1008,B15C12Ni73,0
1009,B17C8Ni75,0
1010,B17C16Ni67,0
1011,B22C8Ni70,0
1012,B26C4Ni70,0
1013,B40C6Ni54,0
1014,B50C8Ni42,0
1015,B5C5Ni90,0
1016,B5C15Ni80,0
1017,B5C20Ni75,0
1018,B10C5Ni85,0
1019,B10C8Ni82,0
1020,B10C10Ni80,0
1021,B10C15Ni75,0
1022,B10C20Ni70,0
1023,B12C6Ni82,0
1024,B14C2Ni84,0
1025,B14C16Ni70,0
1026,B18C6Ni76,0
1027,B20C6Ni74,0
1028,B20C8Ni72,0
1029,B22C2Ni76,0
1030,B22C5Ni73,0
1031,B24C4Ni72,0
1032,B26C2Ni72,0
1033,B40C4Ni56,0
1034,B41C6Ni53,0
1035,B42.5C2.5Ni55,0
1036,B44C2.5Ni53.5,0
1037,B46C4Ni50,0
1038,B46C8Ni46,0
1039,B50C4Ni46,0
1040,B58C4Ni38,0
1041,B6Co84Nb10,0
1042,B20Co62.5Si17.5,0
1043,B5Co75Si20,0
1044,B10Co70Si20,0
1045,B10Co80Si10,0
1046,B10Co82Si8,0
1047,B10Co85Si5,0
1048,B12.5Co80.5Si7,0
1049,B14Co82Si4,0
1050,B15Co65Si20,0
1051,B20Co60Si20,0
1052,B22.5Co60Si17.5,0
1053,B8Cr18Fe74,0
1054,B8Cr20Fe72,0
1055,B8Cr22Fe70,0
1056,B8Cr24Fe68,0
1057,B8Cr26Fe66,0
1058,B10Cr5Fe85,0
1059,B10Cr8Fe82,0
1060,B10Cr10Fe80,0
1061,B10Cr12Fe78,0
1062,B10Cr14Fe76,0
1063,B10Cr15Fe75,0
1064,B10Cr18Fe72,0
1065,B10Cr20Fe70,0
1066,B10Cr22Fe68,0
1067,B2Cr12Fe86,0
1068,B2Cr14Fe84,0
1069,B2Cr16Fe82,0
1070,B2Cr20Fe78,0
1071,B4Cr5Fe91,0
1072,B4Cr12Fe84,0
1073,B4Cr14Fe82,0
1074,B4Cr15Fe81,0
1075,B4Cr16Fe80,0
1076,B4Cr20Fe76,0
1077,B6Cr5Fe89,0
1078,B6Cr12Fe82,0
1079,B6Cr14Fe80,0
1080,B6Cr15Fe79,0
1081,B6Cr16Fe78,0
1082,B6Cr18Fe76,0
1083,B6Cr20Fe74,0
1084,B6Cr22Fe72,0
1085,B6Cr24Fe70,0
1086,B6Cr26Fe68,0
1087,B8Cr5Fe87,0
1088,B8Cr12Fe80,0
1089,B8Cr14Fe78,0
1090,B8Cr15Fe77,0
1091,B8Cr16Fe76,0
1092,B14Cu1Fe85,0
1093,B14Cu3Fe83,0
1094,B14Cu5Fe81,0
1095,B14Cu10Fe76,0
1096,B16Cu1Fe83,0
1097,B16Cu3Fe81,0
1098,B16Cu5Fe79,0
1099,B16Cu10Fe74,0
1100,B16Cu15Fe69,0
1101,B18Cu1Fe81,0
1102,B18Cu5Fe77,0
1103,B18Cu10Fe72,0
1104,B18Cu15Fe67,0
1105,B18Cu20Fe62,0
1106,B20Cu1Fe79,0
1107,B20Cu5Fe75,0
1108,B20Cu10Fe70,0
1109,B4Cu1Fe95,0
1110,B4Cu5Fe91,0
1111,B4Cu10Fe86,0
1112,B6Cu1Fe93,0
1113,B6Cu3Fe91,0
1114,B6Cu5Fe89,0
1115,B6Cu10Fe84,0
1116,B6Cu15Fe79,0
1117,B8Cu1Fe91,0
1118,B8Cu3Fe89,0
1119,B8Cu5Fe87,0
1120,B8Cu10Fe82,0
1121,B8Cu15Fe77,0
1122,B10Cu1Fe89,0
1123,B10Cu3Fe87,0
1124,B10Cu5Fe85,0
1125,B10Cu10Fe80,0
1126,B10Cu15Fe75,0
1127,B12Cu1Fe87,0
1128,B12Cu3Fe85,0
1129,B12Cu5Fe83,0
1130,B12Cu10Fe78,0
1131,B12Cu15Fe73,0
1132,B12Cu20Fe68,0
1133,B14Cu15Fe71,0
1134,B14Cu20Fe66,0
1135,B16Cu20Fe64,0
1136,B1Cu75Zr24,0
1137,B2.5Cu75Zr22.5,0
1138,B7.5Cu15Zr77.5,0
1139,B1Cu20Zr79,0
1140,B10Fe20Mn70,0
1141,B10Fe75Mn15,0
1142,B10Fe80Mn10,0
1143,B10Fe85Mn5,0
1144,B10Fe87Mn3,0
1145,B10Fe89Mn1,0
1146,B12Fe20Mn68,0
1147,B12Fe73Mn15,0
1148,B12Fe78Mn10,0
1149,B12Fe83Mn5,0
1150,B12Fe85Mn3,0
1151,B12Fe87Mn1,0
1152,B4Fe91Mn5,0
1153,B4Fe93Mn3,0
1154,B4Fe95Mn1,0
1155,B6Fe79Mn15,0
1156,B6Fe84Mn10,0
1157,B6Fe89Mn5,0
1158,B6Fe91Mn3,0
1159,B6Fe93Mn1,0
1160,B8Fe20Mn72,0
1161,B8Fe77Mn15,0
1162,B8Fe82Mn10,0
1163,B8Fe87Mn5,0
1164,B8Fe89Mn3,0
1165,B8Fe91Mn1,0
1166,B6Fe74Mo20,0
1167,B6Fe76Mo18,0
1168,B6Fe79Mo15,0
1169,B6Fe82Mo12,0
1170,B6Fe84Mo10,0
1171,B7Fe85Mo8,0
1172,B8Fe72Mo20,0
1173,B8Fe74Mo18,0
1174,B8Fe77Mo15,0
1175,B8Fe80Mo12,0
1176,B8Fe82Mo10,0
1177,B8Fe87Mo5,0
1178,B9Fe83Mo8,0
1179,B10Fe85Mo5,0
1180,B2Fe78Mo20,0
1181,B2Fe80Mo18,0
1182,B2Fe83Mo15,0
1183,B2Fe86Mo12,0
1184,B2Fe88Mo10,0
1185,B2Fe90Mo8,0
1186,B2Fe93Mo5,0
1187,B4Fe76Mo20,0
1188,B4Fe78Mo18,0
1189,B4Fe81Mo15,0
1190,B4Fe84Mo12,0
1191,B4Fe86Mo10,0
1192,B4Fe88Mo8,0
1193,B4Fe91Mo5,0
1194,B6Fe86Mo8,0
1195,B6Fe89Mo5,0
1196,B5Fe80Nb15,0
1197,B5Fe83Nb12,0
1198,B6Fe79Nb15,0
1199,B8Fe87Nb5,0
1200,B3Fe85Nb12,0
1201,B3Fe92Nb5,0
1202,B6Fe89Nb5,0
1203,B5Fe81Nd14,0
1204,B6Fe78Nd16,0
1205,B10Fe89Ni1,0
1206,B12Fe83Ni5,0
1207,B12Fe85Ni3,0
1208,B12Fe87Ni1,0
1209,B2Fe73Ni25,0
1210,B2Fe78Ni20,0
1211,B2Fe83Ni15,0
1212,B2Fe88Ni10,0
1213,B4Fe71Ni25,0
1214,B4Fe76Ni20,0
1215,B4Fe81Ni15,0
1216,B4Fe86Ni10,0
1217,B4Fe91Ni5,0
1218,B4Fe93Ni3,0
1219,B4Fe95Ni1,0
1220,B6Fe69Ni25,0
1221,B6Fe74Ni20,0
1222,B6Fe79Ni15,0
1223,B6Fe84Ni10,0
1224,B6Fe89Ni5,0
1225,B6Fe93Ni1,0
1226,B8Fe67Ni25,0
1227,B8Fe72Ni20,0
1228,B8Fe77Ni15,0
1229,B8Fe82Ni10,0
1230,B8Fe87Ni5,0
1231,B8Fe89Ni3,0
1232,B8Fe91Ni1,0
1233,B10Fe65Ni25,0
1234,B10Fe70Ni20,0
1235,B10Fe75Ni15,0
1236,B12Fe63Ni25,0
1237,B3Fe83P14,0
1238,B4Fe84P12,0
1239,B5Fe84P11,0
1240,B6Fe84P10,0
1241,B7Fe84P9,0
1242,B11Fe75P14,0
1243,B11Fe85P4,0
1244,B17Fe80P3,0
1245,B18Fe79P3,0
1246,B19Fe75P6,0
1247,B19Fe77P4,0
1248,B9Fe80Si11,0
1249,B13Fe85Si2,0
1250,B24Fe73Si3,0
1251,B6Fe83Si11,0
1252,B9Fe83Si8,0
1253,B22Fe76Si2,0
1254,B24Fe74Si2,0
1255,B81.5Fe12.5Si6,0
1256,B7.5Fe74.5Si18,0
1257,B7.5Fe82.5Si10,0
1258,B10Fe83.5Si6.5,0
1259,B6Fe81.5Si12.5,0
1260,B10Fe83Si7,0
1261,B10Fe80V10,0
1262,B10Fe85V5,0
1263,B4Fe86V10,0
1264,B4Fe91V5,0
1265,B6Fe84V10,0
1266,B6Fe89V5,0
1267,B8Fe82V10,0
1268,B8Fe87V5,0
1269,B10Fe75V15,0
1270,B12Fe73V15,0
1271,B3Fe82Zr15,0
1272,B7Fe88Zr5,0
1273,B10Fe88Zr2,0
1274,B0Fe87Zr13,0
1275,B5Fe90Zr5,0
1276,B8Fe90Zr2,0
1277,B20Mo65Si15,0
1278,B5Mo70Si25,0
1279,B5Mo75Si20,0
1280,B5Mo80Si15,0
1281,B5Mo85Si10,0
1282,B5Mo90Si5,0
1283,B10Mo65Si25,0
1284,B10Mo80Si10,0
1285,B10Mo85Si5,0
1286,B15Mo65Si20,0
1287,B15Mo80Si5,0
1288,B20Mo60Si20,0
1289,B20Mo77.5Si2.5,0
1290,B25Mo60Si15,0
1291,B25Mo70Si5,0
1292,B30Mo60Si10,0
1293,B14Ni80Si6,0
1294,B16Ni80Si4,0
1295,B28Ni64Si8,0
1296,B6Ni76Si18,0
1297,B7.5Ni76.5Si16,0
1298,B8Ni80Si12,0
1299,B10Ni72Si18,0
1300,B12Ni80Si8,0
1301,B12Ni84Si4,0
1302,B13Ni69Si18,0
1303,B16Ni68Si16,0
1304,B19Ni67Si14,0
1305,B20Ni77.5Si2.5,0
1306,B22Ni75.5Si2.5,0
1307,B24Ni64Si12,0
1308,B25Ni72.5Si2.5,0
1309,B28Ni60Si12,0
1310,B30Ni66Si4,0
1311,Be20Nb10Zr70,0
1312,Be20Nb15Zr65,0
1313,Be20Nb20Zr60,0
1314,Be25Nb10Zr65,0
1315,Be25Nb15Zr60,0
1316,Be15Si10Ti75,0
1317,Be15Si15Ti70,0
1318,Be20Si5Ti75,0
1319,Be20Si15Ti65,0
1320,Be25Si10Ti65,0
1321,Be30Si10Ti60,0
1322,Be35Si10Ti55,0
1323,Be40Si5Ti55,0
1324,Be45Si5Ti50,0
1325,Be10Si15Ti75,0
1326,Be25Si15Ti60,0
1327,Be30Si15Ti55,0
1328,Be35Si15Ti50,0
1329,Be40Si10Ti50,0
1330,C16Co44Cr40,0
1331,C16Co48Cr36,0
1332,C22Co48Cr30,0
1333,C14Co40Cr46,0
1334,C16Co52Cr32,0
1335,C16Co56Cr28,0
1336,C16Co60Cr24,0
1337,C18Co60Cr22,0
1338,C20Co56Cr24,0
1339,C22Co52Cr26,0
1340,C14Co62Mo24,0
1341,C16Co74Mo10,0
1342,C14Co46Mo40,0
1343,C14Co50Mo36,0
1344,C14Co70Mo16,0
1345,C14Co74Mo12,0
1346,C14Co76Mo10,0
1347,C18Co42Mo40,0
1348,C18Co74Mo8,0
1349,C10Co75Si15,0
1350,C20Co70Si10,0
1351,C5Co70Si25,0
1352,C5Co75Si20,0
1353,C5Co80Si15,0
1354,C10Co85Si5,0
1355,C15Co75Si10,0
1356,C15Co80Si5,0
1357,C20Co75Si5,0
1358,C14Co66W20,0
1359,C16Co64W20,0
1360,C16Co68W16,0
1361,C16Co74W10,0
1362,C18Co62W20,0
1363,C18Co66W16,0
1364,C18Co68W14,0
1365,C12Co68W20,0
1366,C12Co74W14,0
1367,C14Co76W10,0
1368,C18Co58W24,0
1369,C18Co72W10,0
1370,C20Co68W12,0
1371,C20Co70W10,0
1372,C12.5Co67.5W20,0
1373,C12.5Co70W17.5,0
1374,C12.5Co75W12.5,0
1375,C12.5Co77.5W10,0
1376,C15Co65W20,0
1377,C15Co67.5W17.5,0
1378,C15Co75W10,0
1379,C17.5Co65W17.5,0
1380,C20Co60W20,0
1381,C2.5Co95W2.5,0
1382,C5Co80W15,0
1383,C5Co85W10,0
1384,C5Co90W5,0
1385,C7.5Co77.5W15,0
1386,C7.5Co82.5W10,0
1387,C7.5Co85W7.5,0
1388,C10Co70W20,0
1389,C10Co75W15,0
1390,C10Co80W10,0
1391,C10Co82.5W7.5,0
1392,C10Co87.5W2.5,0
1393,C12.5Co80W7.5,0
1394,C12.5Co85W2.5,0
1395,C15Co77.5W7.5,0
1396,C15Co80W5,0
1397,C18Co74.5W7.5,0
1398,C18Co77W5,0
1399,C20Co65W15,0
1400,C20Co75W5,0
1401,C20Cr22Fe58,0
1402,C5Cr5Fe90,0
1403,C8Cr20Fe72,0
1404,C8Cr40Fe52,0
1405,C10Cr15Fe75,0
1406,C13Cr40Fe47,0
1407,C14Cr28Fe58,0
1408,C14Cr40Fe46,0
1409,C15Cr10Fe75,0
1410,C5Fe82.5P12.5,0
1411,C7.5Fe82.5P10,0
1412,C10Fe82.5P7.5,0
1413,C15Fe80P5,0
1414,C17.5Fe77.5P5,0
1415,C2.5Fe85P12.5,0
1416,C5Fe85P10,0
1417,C7.5Fe85P7.5,0
1418,C5Fe79W16,0
1419,C6Fe82W12,0
1420,C6Fe86W8,0
1421,C6Fe90W4,0
1422,C7Fe79W14,0
1423,C10Fe74W16,0
1424,C10Fe78W12,0
1425,C10Fe82W8,0
1426,C10Fe86W4,0
1427,C14Fe66W20,0
1428,C14Fe70W16,0
1429,C14Fe74W12,0
1430,C14Fe78W8,0
1431,C14Fe82W4,0
1432,C16Fe80W4,0
1433,C17Fe73W10,0
1434,C18Fe62W20,0
1435,C18Fe66W16,0
1436,C18Fe68W14,0
1437,C18Fe70W12,0
1438,C18Fe74W8,0
1439,C18Fe78W4,0
1440,C20Fe64W16,0
1441,C20Fe70W10,0
1442,C20Fe72W8,0
1443,C20Fe76W4,0
1444,C22Fe62W16,0
1445,C22Fe70W8,0
1446,C22Fe74W4,0
1447,C10Mo24Ni66,0
1448,C12Mo16Ni72,0
1449,C12Mo28Ni60,0
1450,C14Mo28Ni58,0
1451,C16Mo16Ni68,0
1452,C18Mo24Ni58,0
1453,C18Mo28Ni54,0
1454,C8Mo20Ni72,0
1455,C8Mo28Ni64,0
1456,C10Mo32Ni58,0
1457,C12Mo12Ni76,0
1458,C18Mo12Ni70,0
1459,C18Mo16Ni66,0
1460,C18Mo20Ni62,0
1461,C5Ni70Si25,0
1462,C5Ni75Si20,0
1463,C5Ni80Si15,0
1464,C5Ni85Si10,0
1465,C5Ni90Si5,0
1466,C10Ni65Si25,0
1467,C10Ni67.5Si22.5,0
1468,C10Ni70Si20,0
1469,C10Ni75Si15,0
1470,C10Ni80Si10,0
1471,C10Ni85Si5,0
1472,C15Ni70Si15,0
1473,C15Ni75Si10,0
1474,C15Ni80Si5,0
1475,C20Ni70Si10,0
1476,C20Ni75Si5,0
1477,C3Si12Zr85,0
1478,Ca5Cu10Mg85,0
1479,Ca5Cu5Mg90,0
1480,Ca5Mg85Zn10,0
1481,Ca7.5Mg82.5Zn10,0
1482,Ca7.5Mg87.5Zn5,0
1483,Ca5Mg90Zn5,0
1484,Ce15Cu25Mg60,0
1485,Ce20Cu20Mg60,0
1486,Ce5Cu5Mg90,0
1487,Ce10Cu5Mg85,0
1488,Ce15Cu5Mg80,0
1489,Ce15Cu10Mg75,0
1490,Ce20Cu5Mg75,0
1491,Ce20Cu10Mg70,0
1492,Ce20Cu15Mg65,0
1493,Ce20Cu25Mg55,0
1494,Ce25Cu25Mg50,0
1495,Ce5Mg90Ni5,0
1496,Ce20Mg40Ni40,0
1497,Ce20Mg70Ni10,0
1498,Ce30Mg40Ni30,0
1499,Co2Ni76P22,0
1500,Co2Ni81P17,0
1501,Co3.5Ni74.5P22,0
1502,Co3.5Ni79.5P17,0
1503,Co5Ni73P22,0
1504,Co5Ni78P17,0
1505,Co7Ni71P22,0
1506,Co7Ni76P17,0
1507,Co9Ni69.5P21.5,0
1508,Co9Ni74P17,0
1509,Co10Ni68.5P21.5,0
1510,Co10Ni71P19,0
1511,Co10Ni73P17,0
1512,Co12.5Ni66P21.5,0
1513,Co12.5Ni68.5P19,0
1514,Co12.5Ni70.5P17,0
1515,Co14Ni64.5P21.5,0
1516,Co14Ni67P19,0
1517,Co14Ni69P17,0
1518,Co16Ni65P19,0
1519,Co20.9Pd62.6Si16.5,0
1520,Cr69.6Ni16.2P14.2,0
1521,Cr72.5Ni13.5P14,0
1522,Cr70Ni10P20,0
1523,Cu70Hf20Ni10,0
1524,Cu10Hf80Ni10,0
1525,Cu20Hf10Ni70,0
1526,Cu20Hf75Ni5,0
1527,Cu30Hf10Ni60,0
1528,Cu40Hf10Ni50,0
1529,Cu50Hf10Ni40,0
1530,Cu60Hf10Ni30,0
1531,Cu70Hf10Ni20,0
1532,Cu10La40Mg50,0
1533,Cu15La10Mg75,0
1534,Cu15La15Mg70,0
1535,Cu15La30Mg55,0
1536,Cu20La25Mg55,0
1537,Cu20La50Mg30,0
1538,Cu25La25Mg50,0
1539,Cu30La50Mg20,0
1540,Cu40La40Mg20,0
1541,Cu50La30Mg20,0
1542,Cu10La10Mg80,0
1543,Cu20La20Mg60,0
1544,Cu5Mg90Nd5,0
1545,Cu15Mg60Nd25,0
1546,Cu20Mg40Nd40,0
1547,Cu40Mg20Nd40,0
1548,Cu60Mg30Nd10,0
1549,Cu5Mg80Nd15,0
1550,Cu10Mg65Nd25,0
1551,Cu70Mg10Nd20,0
1552,Cu1Mg79Y20,0
1553,Cu5Mg65Y30,0
1554,Cu5Mg75Y20,0
1555,Cu10Mg60Y30,0
1556,Cu15Mg84Y1,0
1557,Cu30Mg30Y40,0
1558,Cu40Mg20Y40,0
1559,Cu1Mg89Y10,0
1560,Cu5Mg90Y5,0
1561,Cu10Mg89Y1,0
1562,Cu1Ni75P24,0
1563,Cu1Ni83P16,0
1564,Cu2Ni74P24,0
1565,Cu2Ni82P16,0
1566,Cu3Ni73P24,0
1567,Cu3Ni81P16,0
1568,Cu4Ni80P16,0
1569,Cu12Ni67P21,0
1570,Cu13Ni66P21,0
1571,Cu13Ni67P20,0
1572,Cu13Ni69P18,0
1573,Cu14Ni66P20,0
1574,Cu14Ni68P18,0
1575,Cu0Ni50Ti50,0
1576,Cu10Ni40Ti50,0
1577,Cu10Ni50Ti40,0
1578,Cu15Ni5Ti80,0
1579,Cu20Ni40Ti40,0
1580,Cu30Ni40Ti30,0
1581,Cu35Ni35Ti30,0
1582,Cu40Ni40Ti20,0
1583,Cu50Ni30Ti20,0
1584,Cu0Ni20Ti80,0
1585,Cu5Ni5Ti90,0
1586,Cu5Ni10Ti85,0
1587,Cu5Ni15Ti80,0
1588,Cu10Ni10Ti80,0
1589,Cu10Ni60Ti30,0
1590,Cu10Ni70Ti20,0
1591,Cu10Ni80Ti10,0
1592,Cu15Ni10Ti75,0
1593,Cu20Ni50Ti30,0
1594,Cu20Ni60Ti20,0
1595,Cu20Ni70Ti10,0
1596,Cu30Ni50Ti20,0
1597,Cu30Ni60Ti10,0
1598,Cu50Ni40Ti10,0
1599,Cu70Ni10Ti20,0
1600,Cu70Ni20Ti10,0
1601,Cu80Ni10Ti10,0
1602,Cu13Ni37Ti50,0
1603,Cu15Ni35Ti50,0
1604,Cu5Ni45Ti50,0
1605,Cu5Ni20Zr75,0
1606,Cu10Ni10Zr80,0
1607,Cu20Ni5Zr75,0
1608,Cu20Ni60Zr20,0
1609,Cu30Ni50Zr20,0
1610,Cu40Ni40Zr20,0
1611,Cu50Ni30Zr20,0
1612,Cu60Ni20Zr20,0
1613,Cu70Ni10Zr20,0
1614,Cu26.7Pd56.8Si16.5,0
1615,Cu31Ti41Zr28,0
1616,Cu34Ti44Zr22,0
1617,Cu75Ti8Zr17,0
1618,Dy84Fe6Zr10,0
1619,Fe84Gd6Zr10,0
1620,Fe15Pd68.5Si16.5,0
1621,Fe88Pr2Zr10,0
1622,La5Mg90Ni5,0
1623,La30Mg60Ni10,0
1624,La40Mg10Ni50,0
1625,La40Mg40Ni20,0
1626,La50Mg20Ni30,0
1627,La10Mg85Ni5,0
1628,La15Mg80Ni5,0
1629,Mg82Mn8Y10,0
1630,Mg83Mn2Y15,0
1631,Mg84.5Mn8Y7.5,0
1632,Mg87.5Mn10Y2.5,0
1633,Mg89.5Mn8Y2.5,0
1634,Mg90.5Mn2Y7.5,0
1635,Mg93Mn2Y5,0
1636,Mg77.5Mn10Y12.5,0
1637,Mg80Mn15Y5,0
1638,Mg81Mn4Y15,0
1639,Mg82.5Mn10Y7.5,0
1640,Mg93.5Mn4Y2.5,0
1641,Mg95.5Mn2Y2.5,0
1642,Mg10Nd30Ni60,0
1643,Mg50Nd10Ni40,0
1644,Mg50Nd40Ni10,0
1645,Mg80Nd15Ni5,0
1646,Mg90Nd5Ni5,0
1647,Mg10Nd70Ni20,0
1648,Mg20Nd70Ni10,0
1649,Mg30Nd20Ni50,0
1650,Mg30Nd60Ni10,0
1651,Mg40Nd50Ni10,0
1652,Mg50Ni40Y10,0
1653,Mg70Ni10Y20,0
1654,Mg80Ni5Y15,0
1655,Mg40Ni40Y20,0
1656,Mg90Ni5Y5,0
1657,Mo35Nb45Si20,0
1658,Nb65Si20Ta15,0
1659,Nb30Si12Ti58,0
1660,Nb0Si5Ti95,0
1661,Nb0Si10Ti90,0
1662,Nb0Si25Ti75,0
1663,Nb10Si10Ti80,0
1664,Nb20Si10Ti70,0
1665,Nb30Si10Ti60,0
1666,Nb30Si20Ti50,0
1667,Nb30Si13Ti57,0
1668,Nb47Si13Ti40,0
1669,Nb47Si25Ti28,0
1670,Nb50Si13Ti37,0
1671,Nb50Si25Ti25,0
1672,Nb55Si20V25,0
1673,Nb65Si20W15,0
1674,Nb50Si20Zr30,0
1675,Nb30Si9Zr61,0
1676,Nb30Si11Zr59,0
1677,Nb40Si7Zr53,0
1678,Nb30Si5Zr65,0
1679,Nb30Si7Zr63,0
1680,Nb40Si5Zr55,0
1681,Ni32P20Pt48,0
1682,Ni60P25Pt15,0
1683,Ni72P20Pt8,0
1684,Ni58.5Pd25Si16.5,0
1685,Ni15Si5Ti80,0
1686,Ni45Si5Ti50,0
1687,Ni45Si10Ti45,0
1688,Ni50Si5Ti45,0
1689,Ni5Si10Ti85,0
1690,Ni5Si20Ti75,0
1691,Ni10Si5Ti85,0
1692,Ni10Si20Ti70,0
1693,Ni15Si20Ti65,0
1694,Ni20Si20Ti60,0
1695,Ni25Si20Ti55,0
1696,Ni30Si30Ti40,0
1697,Ni30Si40Ti30,0
1698,Ni40Si30Ti30,0
1699,Ni50Si20Ti30,0
1700,Ni50Si30Ti20,0
1701,Pd76.8Rh6.7Si16.5,0
1702,Si10Ti70V20,0
1703,Si10Ti85V5,0
1704,Si15Ti50V35,0
1705,Si20Ti60V20,0
1706,Si82Ti8Zr10,0
1707,Si84Ti6Zr10,0
1708,Si86Ti4Zr10,0
1709,Si88Ti2Zr10,0
1710,Cu54.5Mg9.1Ca36.4,0
1711,Cu45.5Mg45.5Ca9.0,0
1712,Cu40.9Mg40.9Ca18.2,0
1713,Ag27Cu73,0
1714,Ag42Fe58,0
1715,Ag48Cu52,0
1716,Ag48Fe52,0
1717,Ag50Fe50,0
1718,Ag52Fe48,0
1719,Ag55Fe45,0
1720,Ag61Fe39,0
1721,Ag63Fe37,0
1722,Ag67Fe33,0
1723,Ag70Fe30,0
1724,Ag84Fe16,0
1725,Al10La90,0
1726,Al10Ti90,0
1727,Al20Ti80,0
1728,Al20Zr80,0
1729,Al25Ti75,0
1730,Al25Zr75,0
1731,Al30Ti70,0
1732,Al30Zr70,0
1733,Al35Ti65,0
1734,Al40Cu60,0
1735,Al40Ti60,0
1736,Al45Ti55,0
1737,Al50Cu50,0
1738,Al55Ti45,0
1739,Al60Cu40,0
1740,Al60La40,0
1741,Al60Ti40,0
1742,Al65Ti35,0
1743,Al70Cu30,0
1744,Al70La30,0
1745,Al70Ni30,0
1746,Al70Ti30,0
1747,Al75Cu25,0
1748,Al80Cr20,0
1749,Al80Cu20,0
1750,Al80La20,0
1751,Al80Ni20,0
1752,Al80Ti20,0
1753,Al81Cr19,0
1754,Al82Sm18,0
1755,Al83Cr17,0
1756,Al84Cr16,0
1757,Al85Gd15,0
1758,Al86Co14,0
1759,Al86Cr14,0
1760,Al86Ni14,0
1761,Al88Co12,0
1762,Al88Cr12,0
1763,Al88Fe12,0
1764,Al88Ni12,0
1765,Al90Co10,0
1766,Al90Cr10,0
1767,Al90Fe10,0
1768,Al90Ni10,0
1769,Al92.5Ca7.5,0
1770,Al92Co8,0
1771,Al92Cr8,0
1772,Al92Fe8,0
1773,Al92Mn8,0
1774,Al92Ni8,0
1775,Al94.1Ti5.9,0
